shout_id,confederate,instance_id,node_id,user_id,composition,structure,condition,pattern_name,publish_at,content,liwc.anger
4572,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:11,have any of you got the shot yet?,0
4573,no,374,48970,26563,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:11,Hello,0
4574,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:11,I definitely didn't know the first question.,0
4576,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Hey all. Happy I finally got in on a game,0
4577,no,374,49031,22987,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Hello,0
4578,no,374,48567,26538,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Ts so ass,0
4579,no,374,48775,28079,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Same,0
4580,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,where is everyone from? Im from Cali :),0
4581,no,374,49031,22987,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Happy to be here,0
4582,no,374,48775,28079,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,NC!,0
4583,no,374,48105,7007,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,California,0
4584,no,374,48567,26538,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Mississippi,0
4585,no,374,48715,27158,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Sc,0
4586,no,374,49117,28617,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,AL,0
4587,no,374,48739,27986,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Delaware,0
4588,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,I'm from Georgia,0
4589,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Ohio,0
4590,no,374,48946,13693,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,NV,0
4591,no,374,47989,5010,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Hi everyone,0
4592,no,374,48970,26563,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Am also happy to be here,0
4593,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,Louisiana,0
4594,no,374,48928,26682,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,texas,0
4596,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,VA,0
4597,no,374,48987,4201,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:12,South Africa,0
4598,no,374,48646,26697,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,How many questions?,0
4599,no,374,49031,22987,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,Washington DC,0
4600,no,374,47948,3954,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,South Africa,0
4601,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,Idk,0
4602,no,374,47989,5010,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,California,0
4603,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,Has any one played this game before,0
4604,no,374,48946,13693,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,No,0
4605,no,374,49117,28617,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,What's it like in South Africa?,0
4606,no,374,47989,5010,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,yes,0
4607,no,374,48715,27158,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,Naw,0
4608,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,No,0
4609,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:13,Hello everyone. No never played,0
4610,no,374,47948,3954,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:14,Reporting live from my village &#x1F923;,0
4612,no,374,48987,4201,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:14,1st time playing,0
4613,no,374,48970,26563,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:14,No I have not played the game before,0
4614,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:14,Wow! South Africa.  Hello.,0
4615,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:14,what i heard the side effects are only sore arms and being sleepy,0
4619,no,374,48987,4201,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:14,South Africa is great. I'm sleeping next to my lion and zebra&#x1F602;,0
4660,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:15,I've already had COVID  and feel confident that me having had it i,0
4661,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:15,30,0
4667,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:15,I know u lying lol lion n zebra?,12.5
4672,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:15,"Haven't gotten it, won't get it, and pretty sure I caught it twice already",0
4673,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:16,Really Ms. Helen?,0
4676,no,374,48715,27158,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:16,Damn you got it twice,20
4678,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:16,Are we supposed to be picking the correct answer or general consensus,0
4679,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,i think i had it once during the beginning,0
4680,no,374,49117,28617,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,Nor surw,0
4681,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,Bc Google said 1080,0
4682,no,374,47948,3954,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,After this game I need to feed my lions &#x1F923;,0
4683,no,374,48715,27158,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,Smart,0
4684,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,Probably the correct answer,0
4685,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,I'm going with 1080,0
4686,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,I think having had COVID is more affective than the vaccine itself,0
4687,no,374,49031,22987,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,My answer was below the average,0
4688,no,374,48987,4201,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,I'm just joking Deb&#x1F602;&#x1F602;,0
4689,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:17,I never thought about googling,0
4691,no,374,48987,4201,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:18,Yeah Reese&#x1F602;&#x1F602;,0
4692,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:18,Me too,0
4693,no,374,48715,27158,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:18,Me neither,0
4694,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:18,Girl Ms. Helen.  Lol,0
4695,no,374,48970,26563,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:18,My answer was below average,0
4696,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,Maybe .y answer wa out of 1000. I think they did ask about 10 million,0
4697,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,do you guys like using prolific?,0
4698,no,374,49117,28617,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,Same,0
4700,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,Mines was very low.,0
4701,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,Yes. Prolific is great. Except that it's over flooded w ppl and it's hard to get a survey now,0
4704,no,374,49117,28617,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,"Profilic is neat, just started on it.",0
4705,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,Yes I like prolific except for the bugs sometimes which keeps you from getting paid.,0
4706,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,i enjoy it,0
4707,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,How long does it take to get a survey?,0
4708,no,374,48739,27986,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:19,I like Prolific a lot,0
4709,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,i like prolific too.,0
4710,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,Better paying than other sites.,0
4711,no,374,48987,4201,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,These days it's hard to get surveys&#x1F605;,0
4712,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,i get like seven surveys a day,0
4713,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,I usually average about 3 surveys. Except weekends.,0
4714,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,Dang u must have a good demographic,0
4715,no,374,49009,1261,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,Someone send me sites  i can hustle studies in my inbox:francisclinton02@gmail.com,0
4716,no,374,48341,7670,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:20,Still waiting for others to finish this short survey.,0
4717,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:21,"do you guys update the """"""""about me """""""" questions so you can get more range of surveys ?",0
4718,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:21,It's slower during the times universities may be closed,0
4721,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:21,I used to catch a lot but since I started focusing on another site I don't get them as often.,0
4764,no,374,48946,13693,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:21,1080,0
4767,no,374,48928,26682,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:21,is the answer 1080?,0
4772,no,374,48946,13693,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:21,That's what Google says,0
4774,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:22,what other site u use Somniax,0
4775,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:22,i put 1080,0
4776,no,374,47989,5010,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:22,what site please?,0
4777,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:22,I unsure too.,0
4778,no,374,49117,28617,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:22,I did too,0
4779,no,374,48928,26682,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:23,same,0
4781,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:23,I'm in the US sometimes I get emails at 2 a.m. 4 a.m. saying I have surveys.,0
4782,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:23,I put 1080,0
4783,no,374,48105,7007,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:24,"I did my own research, and I think the numbers could be in the billions, maybe even the trillions!",0
4784,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:24,It could be more. They probably saying people had underlying health conditions so they don't count,0
4785,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:24,i found out about prolific from tik tok lol,0
4786,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:24,what research?,0
4790,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:24,i did too lmaooo!,0
4791,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:24,Idk I pushed it to 2k just in case but I just googled it,0
4792,no,374,49031,22987,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:24,Tell us about prolific,0
4794,no,374,48952,26558,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:25,its easy af! just take surveys & get paid.,0
4795,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:25,Bc they asked a out serious. I still think it was 1080,0
4796,no,374,48105,7007,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:25,It's called doing your own research!,0
4797,no,374,48929,26720,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:25,Don't know.,0
4798,no,374,48923,26581,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:25,John its just a website you take surveys on and you get paid,0
4799,no,374,49031,22987,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:25,"Ok, thanks",0
4800,no,374,48008,5326,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:26,"Ok, I'll stick with 1080",0
4802,no,374,48921,9482,aa,c,aa.c,Star - core 1 - 40 nodes,9/27/21 15:26,Right but they asked about cdc I believe,0
5090,no,412,53592,29335,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hi,0
5091,no,412,53464,26669,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hiya,0
5092,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hi,0
5093,no,412,53292,29411,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hello,0
5094,no,412,53460,26602,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,hello,0
5095,no,412,53604,29348,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hello!,0
5096,no,412,53255,5858,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hey,0
5097,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hey guys,0
5098,no,412,53294,29427,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Hello,0
5099,no,412,53293,29425,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:49,Yo,0
5100,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,"I guess we crashed last session, huh",0
5101,no,412,53763,10567,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Eyyyy,0
5102,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Greetings and Salutations,0
5103,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Hello again,0
5104,no,412,53292,29411,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,I think so.,0
5106,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Yeah,0
5107,no,412,53460,26602,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,a lot of websites are having issues today,0
5108,no,412,53587,29329,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,I got kicked off,0
5109,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Yea a lot of sites have issues,0
5110,no,412,53254,4907,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Hello,0
5112,no,412,53294,29427,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,I thought the crash was on my end,0
5113,no,412,53260,11765,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Hi,0
5114,no,412,53269,26676,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,Hey,0
5115,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,I thought it was just them booting us off due to the chat haha,0
5116,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:50,&#x1F44B;,0
5117,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:51,Hey admins,0
5118,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:51,Me too 9,0
5119,no,412,53592,29335,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:51,I thought that too.,0
5120,no,412,53260,11765,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:51,I think the issue is globally,0
5121,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:51,It Is,0
5122,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:51,a l l I k n o w I s I B e t t e r G e t M y M o n e y,0
5123,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:51,Right,0
5124,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,Anyone know what is going on,0
5125,no,412,53254,4907,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,what is the cause?,0
5126,no,412,53464,26669,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,Hshahahahhahaha that&#x2019;s the one,0
5127,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,With the social media being down,0
5128,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,Yeah I haven't heard of that,0
5129,no,412,53292,29411,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,I don't know.,0
5131,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,Someone actually removed FB from its DNS server,0
5132,no,412,53763,10567,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,Ig and fb are &#x1F44E;,0
5133,no,412,53282,29333,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,I think so too,0
5134,no,412,53255,5858,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,Good,0
5135,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,Wait no wayyy,0
5136,no,412,53592,29335,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,I keep changing my numbers,0
5137,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,So is what's app,0
5138,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:52,"so when you go to login the internet """"""""forgets"""""""" where the domain is",0
5139,no,412,53260,11765,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,Oh!,0
5140,no,412,53592,29335,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,wow,0
5142,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,That's pretty funny,0
5143,no,412,53254,4907,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,that is a big issue,0
5144,no,412,53592,29335,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,me too   22,0
5145,no,412,53609,29353,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,61,0
5146,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,Traffic cannot be routed because someone removed IG and FB and WhatsApp from all DNS servers globally at 11 am this morning,0
5147,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,This occurs after yesterday's incident,0
5148,no,412,53292,29411,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,I change my numbers as well because I don't have a clue.,0
5197,no,412,53371,27134,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:53,Hey guys,0
5200,no,412,53604,29348,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:54,Hi,0
5202,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:54,What happened yesterday,0
5203,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:55,a FB employee blew the whistle,0
5204,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:55,Tomorrow she testifies before congress,0
5205,no,412,53255,5858,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:55,Awesome,0
5206,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:55,So it looks sus,0
5208,no,412,53279,29324,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:55,Wow. That's scary actually,0
5211,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:55,The very next day after an employee leaked thousands of documents about the shady stuff going on,0
5212,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:55,The next day all FB owned domains crash,0
5215,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:56,Google it,0
5218,no,412,53609,29353,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:56,Like seriously,0
5221,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:56,This particular error is a DNS error so it was not a accident. I saw a tweet where someone took a photo of their servers and it was scrubbed,0
5222,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:57,All of them,0
5227,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:57,Even the employee servers,0
5229,no,412,53609,29353,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:57,"Wow, that's so awful hey",0
5236,no,412,53254,4907,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:57,This is more serious than I thought,0
5237,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:57,Serves them right,0
5238,no,412,53604,29348,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:57,That sucks,50
5241,no,412,53260,11765,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:57,Oh really!,0
5244,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:58,People annoying,50
5245,no,412,53609,29353,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:58,That ain't fair you know,0
5301,no,412,53282,29333,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:59,Now  what to do,0
5304,no,412,53282,29333,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 15:59,This is way serious,0
5305,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:00,The physical hardware needs to be flushed,0
5306,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:00,Basically it is interrupting traffic,20
5307,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:00,Social media is how some make money &#x1F926;&#x1F3FD;&#x200D;&#x2640;&#xFE0F;,0
5313,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:00,But like I guess because FB used dozens of DNS's each one has to be turned back on,0
5314,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:00,Then the data can flow from A to B,0
5317,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:01,Apparently they ran everything off a single infrastructure so probably someone did something,0
5318,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:02,Now I am not an expert but nobody else is having this issue like last time when the entire planet had that internet blackout due to the solar flare,0
5319,no,412,53609,29353,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:02,"It might be a mistake though, just what I think right now",0
5320,no,412,53266,19749,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:02,Zuck pulling all he can to win,0
5321,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:02,Seems to be Facebook and Instagram and I heard it&#x2019;s Instagram because Facebook bought them,0
5323,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:02,It seems so except IG which does not share DNS server with FB is also down,0
5326,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:03,Also Messenger,0
5327,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:03,Could be a case where they shared the same host,0
5328,no,412,53636,29383,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:03,Oh ok,0
5329,no,412,53298,29447,aa,c,aa.c,Star - core 1 - 40 nodes,10/4/21 16:03,But IG has it's own domain,0
